#Top: ios   Floorplan: io_1   Part: xc7a100tfgg484-1
#Generated by: jg   on: Sat Aug 29 22:36:19 2020
#Build: Vivado v2019.2   by: xbuild   on: Wed Nov  6 21:39:14 MST 2019
#Package Version: FINAL 2012-11-02
#Package Pin Delay Version: VERS. 2.0 2012-11-02

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 1 unassigned signals in this design. The last 1 rows of this file list these signals.
################################################################################

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
216,B8,IPAD_X1Y37,MGTPRXP0_216,66.190,66.855,,,mgtprxp0_216,UNKNOWN,P,mgtprxn0_216,,,,,,,,,,,,,,
216,D9,IPAD_X1Y61,MGTPRXP3_216,48.902,49.394,,,mgtprxp3_216,UNKNOWN,P,mgtprxn3_216,,,,,,,,,,,,,,
216,B10,IPAD_X1Y55,MGTPRXP2_216,66.214,66.880,,,mgtprxp2_216,UNKNOWN,P,mgtprxn2_216,,,,,,,,,,,,,,
216,D11,IPAD_X1Y43,MGTPRXP1_216,55.882,56.443,,,mgtprxp1_216,UNKNOWN,P,mgtprxn1_216,,,,,,,,,,,,,,
216,F6,IPAD_X1Y44,MGTREFCLK0P_216,55.593,56.152,,,mgtrefclk0p_216,UNKNOWN,P,mgtrefclk0n_216,,,,,,,,,,,,,,
216,E6,IPAD_X1Y45,MGTREFCLK0N_216,58.942,59.534,,,mgtrefclk0n_216,UNKNOWN,N,mgtrefclk0p_216,,,,,,,,,,,,,,
216,A6,OPAD_X0Y12,MGTPTXN2_216,75.355,76.113,,,mgtptxn2_216,UNKNOWN,N,mgtptxp2_216,,,,,,,,,,,,,,
216,C7,OPAD_X0Y14,MGTPTXN3_216,52.031,52.554,,,mgtptxn3_216,UNKNOWN,N,mgtptxp3_216,,,,,,,,,,,,,,
216,A8,IPAD_X1Y36,MGTPRXN0_216,67.498,68.177,,,mgtprxn0_216,UNKNOWN,N,mgtprxp0_216,,,,,,,,,,,,,,
216,C9,IPAD_X1Y60,MGTPRXN3_216,49.751,50.251,,,mgtprxn3_216,UNKNOWN,N,mgtprxp3_216,,,,,,,,,,,,,,
216,A10,IPAD_X1Y54,MGTPRXN2_216,67.714,68.394,,,mgtprxn2_216,UNKNOWN,N,mgtprxp2_216,,,,,,,,,,,,,,
216,C11,IPAD_X1Y42,MGTPRXN1_216,56.642,57.211,,,mgtprxn1_216,UNKNOWN,N,mgtprxp1_216,,,,,,,,,,,,,,
216,E10,IPAD_X1Y47,MGTREFCLK1N_216,39.676,40.075,,,mgtrefclk1n_216,UNKNOWN,N,mgtrefclk1p_216,,,,,,,,,,,,,,
216,F10,IPAD_X1Y46,MGTREFCLK1P_216,40.054,40.457,,,mgtrefclk1p_216,UNKNOWN,P,mgtrefclk1n_216,,,,,,,,,,,,,,
216,D5,OPAD_X0Y11,MGTPTXP1_216,67.621,68.300,,,mgtptxp1_216,UNKNOWN,P,mgtptxn1_216,,,,,,,,,,,,,,
216,C5,OPAD_X0Y10,MGTPTXN1_216,68.024,68.708,,,mgtptxn1_216,UNKNOWN,N,mgtptxp1_216,,,,,,,,,,,,,,
216,B4,OPAD_X0Y9,MGTPTXP0_216,94.031,94.976,,,mgtptxp0_216,UNKNOWN,P,mgtptxn0_216,,,,,,,,,,,,,,
216,A4,OPAD_X0Y8,MGTPTXN0_216,94.481,95.430,,,mgtptxn0_216,UNKNOWN,N,mgtptxp0_216,,,,,,,,,,,,,,
0,M9,IPAD_X0Y31,VN_0,96.149,97.115,,,,,,,,,,,,,,,,,,,,
0,L10,IPAD_X0Y30,VP_0,102.395,103.424,,,,,,,,,,,,,,,,,,,,
0,G11,,DONE_0,129.243,130.542,,,,,,,,,,,,,,,,,,,,
0,V12,,TCK_0,154.174,155.724,,,,,,,,,,,,,,,,,,,,
0,E12,,VCCBATT_0,,,,,,,,,,,,,,,,,,,,,,
0,M10,,VREFP_0,105.077,106.133,,,,,,,,,,,,,,,,,,,,
0,K9,,GNDADC_0,,,,,,,,,,,,,,,,,,,,,,
0,K10,,VCCADC_0,,,,,,,,,,,,,,,,,,,,,,
0,N10,,DXP_0,114.116,115.263,,,,,,,,,,,,,,,,,,,,
0,L12,,CCLK_0,111.407,112.527,,,,,,,,,,,,,,,,,,,,
0,L9,,VREFN_0,116.773,117.947,,,,,,,,,,,,,,,,,,,,
0,N9,,DXN_0,141.830,143.256,,,,,,,,,,,,,,,,,,,,
0,U13,,TDO_0,45.271,45.726,,,,,,,,,,,,,,,,,,,,
0,R13,,TDI_0,60.738,61.348,,,,,,,,,,,,,,,,,,,,
0,U12,,INIT_B_0,56.265,56.831,,,,,,,,,,,,,,,,,,,,
0,U10,,M1_0,86.666,87.537,,,,,,,,,,,,,,,,,,,,
0,U11,,M0_0,86.940,87.814,,,,,,,,,,,,,,,,,,,,
0,T13,,TMS_0,35.789,36.149,,,,,,,,,,,,,,,,,,,,
0,N12,,PROGRAM_B_0,89.684,90.585,,,,,,,,,,,,,,,,,,,,
0,U8,,CFGBVS_0,101.909,102.933,,,,,,,,,,,,,,,,,,,CFGBVS_0,
0,U9,,M2_0,73.565,74.305,,,,,,,,,,,,,,,,,,,,
0,F12,,VCCO_0,,,,,,,,,,,,,,,,,,,,,VCCO_0,
0,T12,,VCCO_0,,,,,,,,,,,,,,,,,,,,,VCCO_0,
13,AA17,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,AB14,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,V16,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,W13,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,Y10,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
14,M14,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,P18,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,R15,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,T22,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,U19,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,Y20,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
15,G19,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,
15,H16,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,
15,J13,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,
15,K20,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,
15,L17,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,
15,N21,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,
16,A17,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,
16,B14,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,
16,C21,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,
16,D18,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,
16,E15,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,
16,F22,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,
34,AA7,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,AB4,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,R5,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,T2,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,V6,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,W3,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
35,C1,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,F2,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,H6,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,J3,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,M4,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,N1,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
216,F8,,MGTRREF_216,77.901,78.684,,,,,,,,,,,,,,,,,,,,
,D6,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,D10,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,F7,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,F9,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,E8,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,B5,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,B7,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,B9,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,B11,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,C4,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,C8,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,D8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,H10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,J7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,J9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,K8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R7,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,H12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,K12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,M12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,P12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,R11,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,J11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,L11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,N11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,mgtrref_216,UNKNOWN,,,LVCMOS18,12,SLOW,,,,,,,,,,,
